time/fps,time/total_timesteps,rollout/ep_len_mean,time/time_elapsed,rollout/ep_rew_mean,time/episodes,train/critic_loss,train/learning_rate,train/ent_coef,train/ent_coef_loss,train/actor_loss,train/n_updates
4834,8160,23.49,1,20.947860560000002,360,,,,,,
4876,8440,23.39,1,21.263544409999998,370,,,,,,
4888,8600,23.08,1,20.89560808,380,,,,,,
4894,8820,23.51,1,20.954522430000008,390,,,,,,
4852,8980,22.81,1,20.56511757,400,,,,,,
4856,9300,21.13,1,18.151971579999998,410,,,,,,
4861,9420,22.35,1,19.90060492,420,,,,,,
4878,9660,21.32,1,19.13048176,430,,,,,,
4874,9880,20.93,2,18.13617176,440,,,,,,
4519,10220,20.69,2,17.02529235,450,5.441379547119141,0.00021544346900318823,0.9980611801147461,-0.009745749644935131,-2.6161489486694336,10
4288,10380,21.35,2,17.5515788,460,3.740133762359619,0.00021544346900318823,0.996338963508606,-0.018525030463933945,-3.2111921310424805,18
4043,10560,21.87,2,17.771442820000004,470,2.292743682861328,0.00021544346900318823,0.9944041967391968,-0.028189634904265404,-3.8199501037597656,27
3840,10780,21.96,2,18.247963300000002,480,2.039536476135254,0.00021544346900318823,0.9920464754104614,-0.04022456333041191,-4.348106861114502,38
3692,10940,21.44,2,17.793152189999997,490,1.1822755336761475,0.00021544346900318823,0.9903355836868286,-0.04881548136472702,-4.4738311767578125,46
3539,11140,21.47,3,17.712409720000004,500,1.234094500541687,0.00021544346900318823,0.9882012605667114,-0.05990246683359146,-4.595496654510498,56
3387,11320,20.88,3,16.86747452,510,1.4231176376342773,0.00021544346900318823,0.9862843751907349,-0.07003877311944962,-4.843880653381348,65
3232,11540,20.31,3,16.40058132,520,1.2457122802734375,0.00021544346900318823,0.9839455485343933,-0.08158369362354279,-4.881265163421631,76
3141,11700,20.76,3,16.57389639,530,0.9465712308883667,0.00021544346900318823,0.9822486042976379,-0.09008883684873581,-4.949458122253418,84
3018,12020,21.2,3,16.83458109,540,0.7142589688301086,0.00021544346900318823,0.9788670539855957,-0.10810253024101257,-5.148193836212158,100
2933,12260,21.26,4,17.85979751,550,1.0081855058670044,0.00021544346900318823,0.9763387441635132,-0.12094294279813766,-5.308802604675293,112
2851,12500,20.47,4,17.11915067,560,0.9511674642562866,0.00021544346900318823,0.9738163948059082,-0.13463222980499268,-5.40700626373291,124
2748,12840,21.13,4,17.283774020000003,570,0.9549832344055176,0.00021544346900318823,0.9702549576759338,-0.15211044251918793,-5.545363426208496,141
2579,13160,21.85,5,17.919938889999997,580,0.8121246695518494,0.00021544346900318823,0.9669150710105896,-0.16939041018486023,-5.676590919494629,157
2506,13360,23.66,5,20.339716919999997,590,0.5682294964790344,0.00021544346900318823,0.9648340940475464,-0.17926622927188873,-5.809812068939209,167
2457,13580,24.14,5,21.52197477,600,0.6392441987991333,0.00021544346900318823,0.9625499248504639,-0.1921916902065277,-5.8559651374816895,178
2408,13800,24.93,5,22.48598789,610,0.7422651052474976,0.00021544346900318823,0.9602696895599365,-0.2041066288948059,-5.985969066619873,189
2369,13960,24.4,5,22.05080481,620,0.6017826199531555,0.00021544346900318823,0.958614706993103,-0.21333818137645721,-6.134695053100586,197
2299,14280,24.44,6,22.129480529999995,630,0.576693058013916,0.00021544346900318823,0.9553166627883911,-0.2316703200340271,-6.237907409667969,213
2271,14440,24.64,6,22.56607981,640,0.7491247653961182,0.00021544346900318823,0.953671932220459,-0.23954324424266815,-6.339116096496582,221
2225,14720,23.98,6,20.62125108,650,0.4200286865234375,0.00021544346900318823,0.9508010149002075,-0.25345277786254883,-6.4487762451171875,235
2185,15020,24.87,6,21.397940789999996,660,0.6972405910491943,0.00021544346900318823,0.9477353096008301,-0.26971524953842163,-6.559779167175293,250
2148,15300,24.38,7,21.12530986,670,0.7106896042823792,0.00021544346900318823,0.9448801875114441,-0.2850255072116852,-6.704343795776367,264
2109,15620,24.79,7,22.62867687,680,0.5030262470245361,0.00021544346900318823,0.9416319131851196,-0.30112922191619873,-6.713438987731934,280
2071,15940,24.19,7,22.354368479999998,690,0.9540082216262817,0.00021544346900318823,0.9383965134620667,-0.31962746381759644,-6.988101005554199,296
2003,16360,25.46,8,24.575101250000003,700,0.9018704891204834,0.00021544346900318823,0.9341697096824646,-0.3404059410095215,-7.032289505004883,317
1951,16600,26.38,8,25.816177359999994,710,0.6711748838424683,0.00021544346900318823,0.9317632913589478,-0.35414451360702515,-7.280609607696533,329
1927,16820,27.47,8,27.96520297,720,0.5553959608078003,0.00021544346900318823,0.9295614361763,-0.3671133518218994,-7.403750419616699,340
1893,17120,28.19,9,28.730200669999995,730,0.9972293376922607,0.00021544346900318823,0.9265713095664978,-0.3835151195526123,-7.504914283752441,355
1877,17340,28.32,9,28.92970938,740,0.8184167742729187,0.00021544346900318823,0.9243858456611633,-0.3935200870037079,-7.404237747192383,366
1853,17680,28.36,9,29.34311801000001,750,1.1231509447097778,0.00021544346900318823,0.9210178852081299,-0.41642844676971436,-7.815284729003906,383
1837,18000,29.1,9,30.93044897999999,760,0.9317123889923096,0.00021544346900318823,0.9178622961044312,-0.4299379587173462,-7.947597503662109,399
1815,18280,29.88,10,31.569252680000005,770,0.5941227674484253,0.00021544346900318823,0.9151096940040588,-0.44366008043289185,-8.110550880432129,413
1785,18600,29.65,10,31.346048720000002,780,0.8715177774429321,0.00021544346900318823,0.9119759202003479,-0.4595327377319336,-8.298498153686523,429
1760,18920,29.94,10,31.031810689999993,790,0.5792357921600342,0.00021544346900318823,0.9088524580001831,-0.4800512492656708,-8.56169319152832,445
1721,19340,30.54,11,31.193722189999995,800,0.6010277271270752,0.00021544346900318823,0.9047749638557434,-0.4956759512424469,-8.574591636657715,466
1689,19780,29.69,11,29.692285030000004,810,1.0837643146514893,0.00021544346900318823,0.9005235433578491,-0.5232089161872864,-8.570409774780273,488
1669,20160,31.55,12,31.424085960000003,820,0.7734901309013367,0.00021544346900318823,0.8968718647956848,-0.5373806953430176,-9.163411140441895,507
1657,20540,33.69,12,34.579863429999996,830,0.5665963292121887,0.00021544346900318823,0.8932451605796814,-0.5641827583312988,-9.041900634765625,526
1634,21100,35.44,12,36.49687666,840,1.4166374206542969,0.00021544346900318823,0.887914776802063,-0.5990793704986572,-9.477340698242188,554
1621,21440,36.85,13,39.128265219999996,850,2.043177843093872,0.00021544346900318823,0.8846963047981262,-0.6110056638717651,-9.550228118896484,571
1606,21840,39.15,13,42.1054849,860,2.2814555168151855,0.00021544346900318823,0.880934476852417,-0.6312435269355774,-9.822101593017578,591
1593,22240,39.03,13,42.787132549999995,870,1.353088617324829,0.00021544346900318823,0.8771891593933105,-0.6449463367462158,-10.125539779663086,611
1578,22700,40.21,14,43.067786180000006,880,1.9872498512268066,0.00021544346900318823,0.8729058504104614,-0.6718114614486694,-10.036200523376465,634
1555,23380,41.47,15,43.65352376999999,890,1.672581672668457,0.00021544346900318823,0.8666132092475891,-0.7070348262786865,-10.22780990600586,668
1533,23760,43.56,15,48.55651692000001,900,1.5558340549468994,0.00021544346900318823,0.8631300926208496,-0.7302305102348328,-10.739797592163086,687
1520,24180,45.0,15,50.955475500000006,910,0.8521073460578918,0.00021544346900318823,0.8592846989631653,-0.7462848424911499,-10.876129150390625,708
1499,24820,44.78,16,51.49862864000001,920,0.7587603330612183,0.00021544346900318823,0.8534677624702454,-0.77933669090271,-11.60562515258789,740
1479,25500,45.34,17,53.368046299999996,930,1.3982055187225342,0.00021544346900318823,0.8473383784294128,-0.807403028011322,-11.384879112243652,774
1471,25940,48.29,17,60.711137230000006,940,2.437875270843506,0.00021544346900318823,0.8434093594551086,-0.836307168006897,-11.880193710327148,796
1448,26640,50.08,18,62.54926703,950,1.8815945386886597,0.00021544346900318823,0.8371818661689758,-0.8597279787063599,-12.319685935974121,831
1421,27500,51.43,19,65.46438522999999,960,1.6377350091934204,0.00021544346900318823,0.8296211361885071,-0.9081380367279053,-12.468185424804688,874
1410,28060,53.57,19,69.35152235,970,0.5660108327865601,0.00021544346900318823,0.8247442841529846,-0.9250460267066956,-12.738265991210938,902
1402,28520,55.59,20,74.477591,980,2.723787784576416,0.00021544346900318823,0.82075434923172,-0.9675174355506897,-13.294618606567383,925
1381,29440,56.98,21,78.63460035,990,2.2400975227355957,0.00021544346900318823,0.8128488063812256,-0.9954458475112915,-13.093868255615234,971
1365,30120,59.98,22,81.93137493999998,1000,3.2475647926330566,0.00021544346900318823,0.8070735931396484,-1.051778793334961,-14.36384391784668,1005
1355,30540,61.85,22,85.46845026000001,1010,3.685821533203125,0.00021544346900318823,0.8035339713096619,-1.0450243949890137,-14.470085144042969,1026
1335,31300,64.19,23,90.15971671000003,1020,3.8434314727783203,0.00021544346900318823,0.7971662878990173,-1.0750281810760498,-14.594682693481445,1064
1325,32000,65.48,24,93.41999049000002,1030,2.471342086791992,0.00021544346900318823,0.7913529276847839,-1.1320915222167969,-15.318302154541016,1099
1316,32520,65.28,24,92.80198139,1040,3.5113134384155273,0.00021544346900318823,0.7870523929595947,-1.134395956993103,-15.863350868225098,1125
1305,33400,65.04,25,94.72013386,1050,3.0118408203125,0.00021544346900318823,0.7798465490341187,-1.1818416118621826,-15.895349502563477,1169
1300,34040,66.86,26,100.80569754999999,1060,2.1097586154937744,0.00021544346900318823,0.774682879447937,-1.1875808238983154,-16.478925704956055,1201
1297,34460,67.7,26,103.57749982000001,1070,2.020228624343872,0.00021544346900318823,0.7713196873664856,-1.2571778297424316,-16.335433959960938,1222
1289,35540,68.62,27,105.62544008,1080,4.547796249389648,0.00021544346900318823,0.7627178430557251,-1.2760928869247437,-17.446897506713867,1276
1286,35840,68.66,27,107.65276658000002,1090,4.021401882171631,0.00021544346900318823,0.760367214679718,-1.2604726552963257,-17.72671890258789,1291
1285,36800,67.21,28,107.49742905000001,1100,6.962094306945801,0.00021544346900318823,0.7528365850448608,-1.3607854843139648,-17.865352630615234,1339
1277,37580,68.52,29,112.93916993,1110,3.2599868774414062,0.00021544346900318823,0.7467584013938904,-1.3570693731307983,-17.90669822692871,1378
1274,38280,70.03,30,119.20435230999998,1120,4.709473609924316,0.00021544346900318823,0.7413860559463501,-1.3925079107284546,-18.91448402404785,1413
1268,39100,70.43,30,120.39566041,1130,4.295287132263184,0.00021544346900318823,0.7351381778717041,-1.4091041088104248,-19.411218643188477,1454
